Image Filename,Latitude,Longitude,Heading
image_000.jpg,41.3835450995957,2.18154095339533,277.984927820411
image_001.jpg,41.3835603873982,2.18139569560138,277.984831793623
image_002.jpg,41.383575675014,2.18125043777866,277.984735765682
image_003.jpg,41.3835909624429,2.18110517992716,277.98463973403
image_006.jpg,41.3836073,2.1809017,0
image_007.jpg,41.3836073,2.1809017,292.90868816812
image_008.jpg,41.3836151,2.1808771,0
image_009.jpg,41.3836151,2.1808771,278.783850826709
image_010.jpg,41.3836223237178,2.18081479207702,278.783809620756
image_011.jpg,41.3836391309145,2.18066982102009,0
image_012.jpg,41.3836391309145,2.18066982102009,278.783713595557
image_013.jpg,41.3836394,2.1806675,0
image_014.jpg,41.3836394,2.1806675,281.81096152098
image_015.jpg,41.3836686455195,2.18048109784115,281.810838283582
image_016.jpg,41.3836782,2.1804202,0
image_017.jpg,41.3836782,2.1804202,287.106515478015
image_018.jpg,41.3837072974116,2.18029419080877,287.106432140196
image_019.jpg,41.3837148,2.1802617,285.788405636362
image_020.jpg,41.3837382,2.1801514,0
image_021.jpg,41.3837382,2.1801514,284.489187419577
image_022.jpg,41.3837464631956,2.18010878186376,0
image_023.jpg,41.3837464631956,2.18010878186376,284.489159245162
image_024.jpg,41.3837747395346,2.17996294353656,284.489062832856
image_025.jpg,41.3837953,2.1798569,0
image_026.jpg,41.3837953,2.1798569,279.807228735717
image_027.jpg,41.3838006648227,2.179815535493,279.807201380357
image_028.jpg,41.3838199411287,2.17966690797852,279.807103116028
image_029.jpg,41.3838392172365,2.17951828043074,279.807004862603
image_030.jpg,41.3838585,2.1793696,0
image_033.jpg,41.3838585,2.1793696,279.863419194742
image_034.jpg,41.3838893,2.1791335,277.445736509505
image_035.jpg,41.383894469626,2.17908077853004,0
